iteration,model,Metric,Value,Model,AUC,Accuracy,Precision,Recall,F1-score,Precision_1,Recall_1,F1_1,F1
iter5,clinicalbert_transformer,Accuracy,0.7335406946604458,,,,,,,,,,
iter5,clinicalbert_transformer,MacroAUC,0.8238663250286212,,,,,,,,,,
iter5,clinicalbert_transformer,Precision_1,0.8149386845039019,,,,,,,,,,
iter5,clinicalbert_transformer,Recall_1,0.6774791473586654,,,,,,,,,,
iter5,clinicalbert_transformer,F1_1,0.7398785425101214,,,,,,,,,,
iter5,gru,Accuracy,0.734925131525698,,,,,,,,,,
iter5,gru,AUC,0.8263951129770272,,,,,,,,,,
iter5,gru,Precision_1,0.7454394693200663,,,,,,,,,,
iter5,gru,Recall_1,0.7209302325581395,,,,,,,,,,
iter5,gru,F1_1,0.7329800244598451,,,,,,,,,,
iter5,lstm,Accuracy,0.7353298259813841,,,,,,,,,,
iter5,lstm,AUC,0.823808512980172,,,,,,,,,,
iter5,lstm,Precision_1,0.7737765466297323,,,,,,,,,,
iter5,lstm,Recall_1,0.6720128307939054,,,,,,,,,,
iter5,lstm,F1_1,0.7193133047210301,,,,,,,,,,
iter5,tabular,,,RandomForest,0.825,0.7487,,,,0.7717,0.7129,0.7411,
iter5,tabular,,,XGBoost,0.8249,0.7418,,,,0.7565,0.7201,0.7379,
iter5,tfidf,0,,,,,0.5994787141615986,0.8117647058823529,,,,,0.6896551724137931
iter5,tfidf,1,,,,,0.794344473007712,0.5727525486561631,,,,,0.6655896607431341
iter5,tfidf,Accuracy,,,,,0.6780715396578538,,,,,,
iter5,tfidf,ROC_AUC,,,,,0.7616812953170147,,,,,,
iter5,transformer,Accuracy,0.7239983812221773,,,,,,,,,,
iter5,transformer,AUC,0.8135685776582753,,,,,,,,,,
iter5,transformer,Precision_1,0.7703349282296651,,,,,,,,,,
iter5,transformer,Recall_1,0.6455493183640738,,,,,,,,,,
iter5,transformer,F1_1,0.7024432809773123,,,,,,,,,,
