iteration,model,Metric,Value,Model,AUC,Accuracy,Precision,Recall,F1-score,Precision_1,Recall_1,F1_1,F1
iter8,clinicalbert_transformer,Accuracy,0.7640272679601469,,,,,,,,,,
iter8,clinicalbert_transformer,MacroAUC,0.8459449335081477,,,,,,,,,,
iter8,clinicalbert_transformer,Precision_1,0.8545034642032333,,,,,,,,,,
iter8,clinicalbert_transformer,Recall_1,0.6954887218045113,,,,,,,,,,
iter8,clinicalbert_transformer,F1_1,0.7668393782383419,,,,,,,,,,
iter8,gru,Accuracy,0.7511129097531364,,,,,,,,,,
iter8,gru,AUC,0.8293479514232851,,,,,,,,,,
iter8,gru,Precision_1,0.7981132075471699,,,,,,,,,,
iter8,gru,Recall_1,0.6784282277465918,,,,,,,,,,
iter8,gru,F1_1,0.7334200260078023,,,,,,,,,,
iter8,lstm,Accuracy,0.7539457709429381,,,,,,,,,,
iter8,lstm,AUC,0.8330011635768984,,,,,,,,,,
iter8,lstm,Precision_1,0.7795275590551181,,,,,,,,,,
iter8,lstm,Recall_1,0.714514835605453,,,,,,,,,,
iter8,lstm,F1_1,0.7456066945606694,,,,,,,,,,
iter8,tabular,,,RandomForest,0.8276,0.7475,,,,0.7706,0.7113,0.7398,
iter8,tabular,,,XGBoost,0.8237,0.7442,,,,0.763,0.7153,0.7384,
iter8,tfidf,0,,,,,0.628396143733567,0.8505338078291815,,,,,0.7227822580645161
iter8,tfidf,1,,,,,0.835509138381201,0.6015037593984962,,,,,0.6994535519125683
iter8,tfidf,Accuracy,,,,,0.7115888830624016,,,,,,
iter8,tfidf,ROC_AUC,,,,,0.7957081315388115,,,,,,
iter8,transformer,Accuracy,0.745447187373533,,,,,,,,,,
iter8,transformer,AUC,0.8278417220938095,,,,,,,,,,
iter8,transformer,Precision_1,0.7609797297297297,,,,,,,,,,
iter8,transformer,Recall_1,0.7225340817963112,,,,,,,,,,
iter8,transformer,F1_1,0.7412587412587412,,,,,,,,,,
