model,iter,Metric,Precision,Recall,F1,Value,Model,Accuracy,AUC,Precision_1,Recall_1,F1_1
transformer,iter15,,,,,,,Accuracy,0.7324969647915823,,,
transformer,iter15,,,,,,,AUC,0.8321422394138088,,,
transformer,iter15,,,,,,,Precision_1,0.8547215496368039,,,
transformer,iter15,,,,,,,Recall_1,0.566158781074579,,,
transformer,iter15,,,,,,,F1_1,0.6811384466956102,,,
tfidf,iter15,,,,,,,0,,0.6155866900175131,0.834916864608076,0.7086693548387096
tfidf,iter15,,,,,,,1,,0.8229299363057325,0.5953917050691244,0.6909090909090909
tfidf,iter15,,,,,,,Accuracy,,0.7000518941359626,,
tfidf,iter15,,,,,,,ROC_AUC,,0.7810304629092462,,
clinicalbert_transformer,iter15,,,,,,,Accuracy,0.7441619097042034,,,
clinicalbert_transformer,iter15,,,,,,,MacroAUC,0.8353984916317305,,,
clinicalbert_transformer,iter15,,,,,,,Precision_1,0.827433628318584,,,
clinicalbert_transformer,iter15,,,,,,,Recall_1,0.6894009216589861,,,
clinicalbert_transformer,iter15,,,,,,,F1_1,0.7521367521367521,,,
gru,iter15,,,,,,,Accuracy,0.7442331040064751,,,
gru,iter15,,,,,,,AUC,0.833433573910719,,,
gru,iter15,,,,,,,Precision_1,0.7695004382120947,,,
gru,iter15,,,,,,,Recall_1,0.7040898155573376,,,
gru,iter15,,,,,,,F1_1,0.7353433835845896,,,
transformer,iter16,Accuracy,0.7385673816268717,,,,,,,,,
transformer,iter16,AUC,0.8272992436750162,,,,,,,,,
transformer,iter16,Precision_1,0.8133472367049009,,,,,,,,,
transformer,iter16,Recall_1,0.6255012028869287,,,,,,,,,
transformer,iter16,F1_1,0.7071622846781505,,,,,,,,,
clinicalbert_transformer,iter16,Accuracy,0.7494813278008299,,,,,,,,,
clinicalbert_transformer,iter16,MacroAUC,0.8347721084873553,,,,,,,,,
clinicalbert_transformer,iter16,Precision_1,0.8283499446290143,,,,,,,,,
clinicalbert_transformer,iter16,Recall_1,0.6951672862453532,,,,,,,,,
clinicalbert_transformer,iter16,F1_1,0.7559373420919656,,,,,,,,,
tfidf,iter16,0,,0.6094827586206897,0.82981220657277,0.7027833001988072,,,,,,
tfidf,iter16,1,,0.8111979166666666,0.578996282527881,0.675704989154013,,,,,,
tfidf,iter16,Accuracy,,0.6898340248962656,,,,,,,,
tfidf,iter16,ROC_AUC,,0.7716999799291412,,,,,,,,
gru,iter16,Accuracy,0.7478753541076487,,,,,,,,,
gru,iter16,AUC,0.8333339885005057,,,,,,,,,
gru,iter16,Precision_1,0.7937853107344632,,,,,,,,,
gru,iter16,Recall_1,0.6760224538893344,,,,,,,,,
gru,iter16,F1_1,0.7301862278042442,,,,,,,,,
tabular,iter16,,,,,,RandomForest,0.7515,0.8358,0.7721,0.7201,0.7452
tabular,iter16,,,,,,XGBoost,0.7382,0.8232,0.7582,0.7065,0.7314
lstm,iter16,Accuracy,0.7575880210441117,,,,,,,,,
lstm,iter16,AUC,0.8372931637236557,,,,,,,,,
lstm,iter16,Precision_1,0.7967032967032966,,,,,,,,,
lstm,iter16,Recall_1,0.6976744186046512,,,,,,,,,
lstm,iter16,F1_1,0.7439076528430953,,,,,,,,,
transformer,iter17,Accuracy,0.7409955483609875,,,,,,,,,
transformer,iter17,AUC,0.8193225833503677,,,,,,,,,
transformer,iter17,Precision_1,0.7751586582048957,,,,,,,,,
transformer,iter17,Recall_1,0.6856455493183641,,,,,,,,,
transformer,iter17,F1_1,0.7276595744680852,,,,,,,,,
tfidf,iter17,0,,0.6095406360424028,0.8273381294964028,0.7019328585961343,,,,,,
tfidf,iter17,1,,0.8132295719844358,0.5865294667913938,0.6815217391304348,,,,,,
tfidf,iter17,Accuracy,,0.6920651602732527,,,,,,,,
tfidf,iter17,ROC_AUC,,0.7760188481581433,,,,,,,,
tabular,iter17,,,,,,RandomForest,0.739,0.8245,0.7551,0.7145,0.7342
tabular,iter17,,,,,,XGBoost,0.7426,0.8281,0.7548,0.7257,0.74
gru,iter17,Accuracy,0.7466612707405909,,,,,,,,,
gru,iter17,AUC,0.8328314752792321,,,,,,,,,
gru,iter17,Precision_1,0.7872340425531915,,,,,,,,,
gru,iter17,Recall_1,0.6824378508420208,,,,,,,,,
gru,iter17,F1_1,0.7310996563573883,,,,,,,,,
clinicalbert_transformer,iter17,Accuracy,0.7461902259590121,,,,,,,,,
clinicalbert_transformer,iter17,MacroAUC,0.8279954147065883,,,,,,,,,
clinicalbert_transformer,iter17,Precision_1,0.8337129840546698,,,,,,,,,
clinicalbert_transformer,iter17,Recall_1,0.6847521047708138,,,,,,,,,
clinicalbert_transformer,iter17,F1_1,0.7519260400616333,,,,,,,,,
lstm,iter17,Accuracy,0.745447187373533,,,,,,,,,
lstm,iter17,AUC,0.8325255122096955,,,,,,,,,
lstm,iter17,Precision_1,0.760539629005059,,,,,,,,,
lstm,iter17,Recall_1,0.723336006415397,,,,,,,,,
lstm,iter17,F1_1,0.7414714344430744,,,,,,,,,
tabular,iter18,RandomForest,0.7568,0.8433,0.7723,0.7346,0.753,,,,,
tabular,iter18,XGBoost,0.7511,0.8371,0.7528,0.7546,0.7537,,,,,
gru,iter18,,,,,,,Accuracy,0.7608255766895994,,,
gru,iter18,,,,,,,AUC,0.843143151406513,,,
gru,iter18,,,,,,,Precision_1,0.8111954459203036,,,
gru,iter18,,,,,,,Recall_1,0.6856455493183641,,,
gru,iter18,,,,,,,F1_1,0.7431551499348109,,,
tfidf,iter18,,,,,,,0,,0.6119266055045871,0.8144078144078144,0.6987951807228916
tfidf,iter18,,,,,,,1,,0.8141809290953546,0.6115702479338843,0.6984792868379653
tfidf,iter18,,,,,,,Accuracy,,0.6986373165618449,,
tfidf,iter18,,,,,,,ROC_AUC,,0.7770742164681558,,
transformer,iter18,,,,,,,Accuracy,0.7575880210441117,,,
transformer,iter18,,,,,,,AUC,0.8385081712449748,,,
transformer,iter18,,,,,,,Precision_1,0.8176470588235294,,,
transformer,iter18,,,,,,,Recall_1,0.6688051323175621,,,
transformer,iter18,,,,,,,F1_1,0.7357741508601676,,,
clinicalbert_transformer,iter18,,,,,,,Accuracy,0.7437106918238994,,,
clinicalbert_transformer,iter18,,,,,,,MacroAUC,0.8361145027811695,,,
clinicalbert_transformer,iter18,,,,,,,Precision_1,0.8325942350332595,,,
clinicalbert_transformer,iter18,,,,,,,Recall_1,0.689623507805326,,,
clinicalbert_transformer,iter18,,,,,,,F1_1,0.754394776494224,,,
lstm,iter18,,,,,,,Accuracy,0.7604208822339134,,,
lstm,iter18,,,,,,,AUC,0.8455784077865308,,,
lstm,iter18,,,,,,,Precision_1,0.8110161443494777,,,
lstm,iter18,,,,,,,Recall_1,0.6848436246992783,,,
lstm,iter18,,,,,,,F1_1,0.7426086956521739,,,
tabular,iter19,RandomForest,0.7418,0.8282,0.7623,0.7097,0.735,,,,,
tabular,iter19,XGBoost,0.7285,0.8179,0.747,0.6985,0.7219,,,,,
lstm,iter19,,,,,,,Accuracy,0.7385673816268717,,,
lstm,iter19,,,,,,,AUC,0.8277631020331147,,,
lstm,iter19,,,,,,,Precision_1,0.7925998052580331,,,
lstm,iter19,,,,,,,Recall_1,0.652766639935846,,,
lstm,iter19,,,,,,,F1_1,0.7159190853122251,,,
clinicalbert_transformer,iter19,,,,,,,Accuracy,0.738421052631579,,,
clinicalbert_transformer,iter19,,,,,,,MacroAUC,0.8284168925022584,,,
clinicalbert_transformer,iter19,,,,,,,Precision_1,0.8286358511837655,,,
clinicalbert_transformer,iter19,,,,,,,Recall_1,0.6805555555555556,,,
clinicalbert_transformer,iter19,,,,,,,F1_1,0.7473309608540926,,,
transformer,iter19,,,,,,,Accuracy,0.7365439093484419,,,
transformer,iter19,,,,,,,AUC,0.8230734154126768,,,
transformer,iter19,,,,,,,Precision_1,0.7774674115456238,,,
transformer,iter19,,,,,,,Recall_1,0.6696070569366479,,,
transformer,iter19,,,,,,,F1_1,0.7195174493752693,,,
gru,iter19,,,,,,,Accuracy,0.7365439093484419,,,
gru,iter19,,,,,,,AUC,0.8294848813623283,,,
gru,iter19,,,,,,,Precision_1,0.7614035087719299,,,
gru,iter19,,,,,,,Recall_1,0.6960705693664796,,,
gru,iter19,,,,,,,F1_1,0.7272727272727273,,,
tfidf,iter19,,,,,,,0,,0.6010733452593918,0.8195121951219512,0.6934984520123839
tfidf,iter19,,,,,,,1,,0.8107416879795396,0.587037037037037,0.6809881847475833
tfidf,iter19,,,,,,,Accuracy,,0.6873684210526316,,
tfidf,iter19,,,,,,,ROC_AUC,,0.7722775519421861,,
tfidf,iter20,0,0.6276112624886467,0.8355501813784765,0.716804979253112,,,,,,,
tfidf,iter20,1,0.8312655086848635,0.6203703703703703,0.7104984093319194,,,,,,,
tfidf,iter20,Accuracy,0.7136864184583115,,,,,,,,,
tfidf,iter20,ROC_AUC,0.7822327466523356,,,,,,,,,
tabular,iter20,,,,,RandomForest,0.7442,0.8292,0.7478,0.7442,0.746,
tabular,iter20,,,,,XGBoost,0.7349,0.8177,0.7239,0.7674,0.745,
transformer,iter20,Accuracy,,,,,,,,,,0.7434237150951032
transformer,iter20,AUC,,,,,,,,,,0.8272913816689467
transformer,iter20,Precision_1,,,,,,,,,,0.7788898999090081
transformer,iter20,Recall_1,,,,,,,,,,0.6864474739374499
transformer,iter20,F1_1,,,,,,,,,,0.7297527706734868
gru,iter20,Accuracy,,,,,,,,,,0.7539457709429381
gru,iter20,AUC,,,,,,,,,,0.8344182901709201
gru,iter20,Precision_1,,,,,,,,,,0.7751937984496124
gru,iter20,Recall_1,,,,,,,,,,0.7217321571772254
gru,iter20,F1_1,,,,,,,,,,0.7475083056478405
clinicalbert_transformer,iter20,Accuracy,,,,,,,,,,0.7456738332459361
clinicalbert_transformer,iter20,MacroAUC,,,,,,,,,,0.8309776523803126
clinicalbert_transformer,iter20,Precision_1,,,,,,,,,,0.8223185265438786
clinicalbert_transformer,iter20,Recall_1,,,,,,,,,,0.7027777777777777
clinicalbert_transformer,iter20,F1_1,,,,,,,,,,0.7578632051922117
lstm,iter20,Accuracy,,,,,,,,,,0.7507082152974505
lstm,iter20,AUC,,,,,,,,,,0.8342505673747713
lstm,iter20,Precision_1,,,,,,,,,,0.7897153351698806
lstm,iter20,Recall_1,,,,,,,,,,0.6896551724137931
lstm,iter20,F1_1,,,,,,,,,,0.7363013698630136
lstm,iter21,Accuracy,0.7458518818292189,,,,,,,,,
lstm,iter21,AUC,0.834618116158519,,,,,,,,,
lstm,iter21,Precision_1,0.7906103286384977,,,,,,,,,
lstm,iter21,Recall_1,0.6752205292702486,,,,,,,,,
lstm,iter21,F1_1,0.7283737024221453,,,,,,,,,
gru,iter21,Accuracy,0.7511129097531364,,,,,,,,,
gru,iter21,AUC,0.8370874412315047,,,,,,,,,
gru,iter21,Precision_1,0.7831541218637993,,,,,,,,,
gru,iter21,Recall_1,0.7008821170809943,,,,,,,,,
gru,iter21,F1_1,0.739737621667372,,,,,,,,,
tabular,iter21,,,RandomForest,0.7454,0.8301,0.761,0.7225,0.7413,,,
tabular,iter21,,,XGBoost,0.7321,0.8195,0.7423,0.7185,0.7302,,,
clinicalbert_transformer,iter21,Accuracy,0.7384535547483134,,,,,,,,,
clinicalbert_transformer,iter21,MacroAUC,0.8314163525089661,,,,,,,,,
clinicalbert_transformer,iter21,Precision_1,0.8302540415704388,,,,,,,,,
clinicalbert_transformer,iter21,Recall_1,0.6682156133828996,,,,,,,,,
clinicalbert_transformer,iter21,F1_1,0.7404737384140062,,,,,,,,,
transformer,iter21,Accuracy,0.7414002428166734,,,,,,,,,
transformer,iter21,AUC,0.8301924619085806,,,,,,,,,
transformer,iter21,Precision_1,0.8186582809224319,,,,,,,,,
transformer,iter21,Recall_1,0.6263031275060145,,,,,,,,,
transformer,iter21,F1_1,0.7096774193548387,,,,,,,,,
tfidf,iter21,0,,,,,,,,0.6061908856405847,0.8284371327849589,0.7000993048659384
tfidf,iter21,1,,,,,,,,0.8089005235602095,0.5743494423791822,0.6717391304347826
tfidf,iter21,Accuracy,,,,,,,,0.6865594187856772,,
tfidf,iter21,ROC_AUC,,,,,,,,0.7740636425984737,,
clinicalbert_transformer,iter22,Accuracy,0.7511811023622047,,,,,,,,,
clinicalbert_transformer,iter22,MacroAUC,0.8349543279882496,,,,,,,,,
clinicalbert_transformer,iter22,Precision_1,0.8386740331491712,,,,,,,,,
clinicalbert_transformer,iter22,Recall_1,0.6982520699172033,,,,,,,,,
clinicalbert_transformer,iter22,F1_1,0.7620481927710844,,,,,,,,,
lstm,iter22,Accuracy,0.7515176042088223,,,,,,,,,
lstm,iter22,AUC,0.832967750051103,,,,,,,,,
lstm,iter22,Precision_1,0.7988668555240793,,,,,,,,,
lstm,iter22,Recall_1,0.6784282277465918,,,,,,,,,
lstm,iter22,F1_1,0.7337380745880312,,,,,,,,,
gru,iter22,Accuracy,0.744637798462161,,,,,,,,,
gru,iter22,AUC,0.8305370798412923,,,,,,,,,
gru,iter22,Precision_1,0.7601351351351351,,,,,,,,,
gru,iter22,Recall_1,0.7217321571772254,,,,,,,,,
gru,iter22,F1_1,0.7404360345536816,,,,,,,,,
tabular,iter22,,,RandomForest,0.7624,0.8447,0.7797,0.7378,0.7581,,,
tabular,iter22,,,XGBoost,0.7232,0.8151,0.7768,0.6335,0.6979,,,
tfidf,iter22,0,,,,,,,,0.6084229390681004,0.8300733496332519,0.7021716649431231
tfidf,iter22,1,,,,,,,,0.8238276299112801,0.5979760809567617,0.6929637526652452
tfidf,iter22,Accuracy,,,,,,,,0.6976377952755906,,
tfidf,iter22,ROC_AUC,,,,,,,,0.7907994682657682,,
transformer,iter22,Accuracy,0.7486847430190207,,,,,,,,,
transformer,iter22,AUC,0.8280612030965822,,,,,,,,,
transformer,iter22,Precision_1,0.7952830188679245,,,,,,,,,
transformer,iter22,Recall_1,0.6760224538893344,,,,,,,,,
transformer,iter22,F1_1,0.7308192457737321,,,,,,,,,
clinicalbert_transformer,iter23,Accuracy,0.7404898384575299,,,,,,,,,
clinicalbert_transformer,iter23,MacroAUC,0.8324614041485705,,,,,,,,,
clinicalbert_transformer,iter23,Precision_1,0.8331441543700341,,,,,,,,,
clinicalbert_transformer,iter23,Recall_1,0.6764976958525346,,,,,,,,,
clinicalbert_transformer,iter23,F1_1,0.7466937945066124,,,,,,,,,
tabular,iter23,,,RandomForest,0.7426,0.8309,0.7716,0.6961,0.7319,,,
tabular,iter23,,,XGBoost,0.7272,0.8216,0.7468,0.6953,0.7201,,,
lstm,iter23,Accuracy,0.7478753541076487,,,,,,,,,
lstm,iter23,AUC,0.83352988348507,,,,,,,,,
lstm,iter23,Precision_1,0.7977099236641222,,,,,,,,,
lstm,iter23,Recall_1,0.6704089815557338,,,,,,,,,
lstm,iter23,F1_1,0.7285403050108933,,,,,,,,,
gru,iter23,Accuracy,0.7434237150951032,,,,,,,,,
gru,iter23,AUC,0.8338790875879889,,,,,,,,,
gru,iter23,Precision_1,0.7724444444444445,,,,,,,,,
gru,iter23,Recall_1,0.6968724939855654,,,,,,,,,
gru,iter23,F1_1,0.7327150084317032,,,,,,,,,
transformer,iter23,Accuracy,0.7381626871711857,,,,,,,,,
transformer,iter23,AUC,0.8262647347097085,,,,,,,,,
transformer,iter23,Precision_1,0.8171247357293869,,,,,,,,,
transformer,iter23,Recall_1,0.619887730553328,,,,,,,,,
transformer,iter23,F1_1,0.7049703602371181,,,,,,,,,
tfidf,iter23,0,,,,,,,,0.5998307952622673,0.8501199040767387,0.7033730158730159
tfidf,iter23,1,,,,,,,,0.830393487109905,0.5640552995391706,0.6717892425905598
tfidf,iter23,Accuracy,,,,,,,,0.6883793642522147,,
tfidf,iter23,ROC_AUC,,,,,,,,0.767377802826863,,
tfidf,iter24,0,0.6093489148580968,0.8827085852478839,0.7209876543209877,,,,,,,
tfidf,iter24,1,0.8629943502824858,0.5662650602409639,0.6838276440962507,,,,,,,
tfidf,iter24,Accuracy,0.7035676810073452,,,,,,,,,
tfidf,iter24,ROC_AUC,0.7876241268674362,,,,,,,,,
clinicalbert_transformer,iter24,Accuracy,,,,0.7418677859391396,,,,,,
clinicalbert_transformer,iter24,MacroAUC,,,,0.8313645242303042,,,,,,
clinicalbert_transformer,iter24,Precision_1,,,,0.831638418079096,,,,,,
clinicalbert_transformer,iter24,Recall_1,,,,0.6821130676552364,,,,,,
clinicalbert_transformer,iter24,F1_1,,,,0.7494908350305499,,,,,,
lstm,iter24,Accuracy,,,,0.745447187373533,,,,,,
lstm,iter24,AUC,,,,0.8335298834850701,,,,,,
lstm,iter24,Precision_1,,,,0.7937262357414449,,,,,,
lstm,iter24,Recall_1,,,,0.6696070569366479,,,,,,
lstm,iter24,F1_1,,,,0.7264027838190518,,,,,,
gru,iter24,Accuracy,,,,0.7462565762849049,,,,,,
gru,iter24,AUC,,,,0.8326637524830837,,,,,,
gru,iter24,Precision_1,,,,0.7549342105263158,,,,,,
gru,iter24,Recall_1,,,,0.7361668003207699,,,,,,
gru,iter24,F1_1,,,,0.7454323995127893,,,,,,
transformer,iter24,Accuracy,,,,0.7324969647915823,,,,,,
transformer,iter24,AUC,,,,0.8288198866822858,,,,,,
transformer,iter24,Precision_1,,,,0.8219780219780219,,,,,,
transformer,iter24,Recall_1,,,,0.5998396150761829,,,,,,
transformer,iter24,F1_1,,,,0.6935558646267965,,,,,,
tabular,iter24,,,,,,RandomForest,0.7378,0.8283,0.7634,0.6961,0.7282
tabular,iter24,,,,,,XGBoost,0.7454,0.8254,0.7692,0.7081,0.7374
lstm,iter25,Accuracy,0.7571833265884257,,,,,,,,,
lstm,iter25,AUC,0.8379791237532168,,,,,,,,,
lstm,iter25,Precision_1,0.8054768649669499,,,,,,,,,
lstm,iter25,Recall_1,0.6840417000801925,,,,,,,,,
lstm,iter25,F1_1,0.7398091934084996,,,,,,,,,
transformer,iter25,Accuracy,0.7478753541076487,,,,,,,,,
transformer,iter25,AUC,0.8380348129628756,,,,,,,,,
transformer,iter25,Precision_1,0.8209876543209876,,,,,,,,,
transformer,iter25,Recall_1,0.6399358460304732,,,,,,,,,
transformer,iter25,F1_1,0.7192429022082019,,,,,,,,,
clinicalbert_transformer,iter25,Accuracy,0.7523659305993691,,,,,,,,,
clinicalbert_transformer,iter25,MacroAUC,0.8406545652638278,,,,,,,,,
clinicalbert_transformer,iter25,Precision_1,0.8333333333333334,,,,,,,,,
clinicalbert_transformer,iter25,Recall_1,0.7103574702108157,,,,,,,,,
clinicalbert_transformer,iter25,F1_1,0.7669470559129143,,,,,,,,,
tabular,iter25,,,RandomForest,0.7511,0.8389,0.7642,0.733,0.7483,,,
tabular,iter25,,,XGBoost,0.7386,0.8323,0.7657,0.6945,0.7283,,,
gru,iter25,Accuracy,0.7612302711452853,,,,,,,,,
gru,iter25,AUC,0.8392704582501271,,,,,,,,,
gru,iter25,Precision_1,0.8005489478499542,,,,,,,,,
gru,iter25,Recall_1,0.7016840417000801,,,,,,,,,
gru,iter25,F1_1,0.7478632478632479,,,,,,,,,
tfidf,iter25,0,,,,,,,,0.6089193825042881,0.8754623921085081,0.7182599898836621
tfidf,iter25,1,,,,,,,,0.8627717391304348,0.5820348304307974,0.6951286261631089
tfidf,iter25,Accuracy,,,,,,,,0.7071503680336488,,
tfidf,iter25,ROC_AUC,,,,,,,,0.7813632669944994,,
transformer,iter26,Accuracy,0.7333063537029543,,,,,,,,,
transformer,iter26,AUC,0.8148923429302221,,,,,,,,,
transformer,iter26,Precision_1,0.779467680608365,,,,,,,,,
transformer,iter26,Recall_1,0.6575781876503609,,,,,,,,,
transformer,iter26,F1_1,0.7133536320139191,,,,,,,,,
tabular,iter26,,,RandomForest,0.7382,0.8225,0.75,0.7217,0.7356,,,
tabular,iter26,,,XGBoost,0.7353,0.8215,0.7452,0.7225,0.7337,,,
gru,iter26,Accuracy,0.7381626871711857,,,,,,,,,
gru,iter26,AUC,0.8269002468669906,,,,,,,,,
gru,iter26,Precision_1,0.7873563218390804,,,,,,,,,
gru,iter26,Recall_1,0.6591820368885325,,,,,,,,,
gru,iter26,F1_1,0.7175905718027062,,,,,,,,,
lstm,iter26,Accuracy,0.7381626871711857,,,,,,,,,
lstm,iter26,AUC,0.823549721947052,,,,,,,,,
lstm,iter26,Precision_1,0.77124773960217,,,,,,,,,
lstm,iter26,Recall_1,0.6840417000801925,,,,,,,,,
lstm,iter26,F1_1,0.725031874203145,,,,,,,,,
clinicalbert_transformer,iter26,Accuracy,0.7480438184663537,,,,,,,,,
clinicalbert_transformer,iter26,MacroAUC,0.8314144227793254,,,,,,,,,
clinicalbert_transformer,iter26,Precision_1,0.824235807860262,,,,,,,,,
clinicalbert_transformer,iter26,Recall_1,0.7010213556174559,,,,,,,,,
clinicalbert_transformer,iter26,F1_1,0.7576517812343201,,,,,,,,,
tfidf,iter26,0,,,,,,,,0.618018018018018,0.8166666666666667,0.7035897435897436
tfidf,iter26,1,,,,,,,,0.8091697645600991,0.606313834726091,0.6932059447983014
tfidf,iter26,Accuracy,,,,,,,,0.6984872196139802,,
tfidf,iter26,ROC_AUC,,,,,,,,0.7763723084405536,,
tabular,iter27,RandomForest,0.7301,0.8102,0.7474,0.7025,0.7243,,,,,
tabular,iter27,XGBoost,0.7378,0.8109,0.7371,0.7466,0.7418,,,,,
gru,iter27,,,,,,,Accuracy,0.7426143261837312,,,
gru,iter27,,,,,,,AUC,0.82616908030253,,,
gru,iter27,,,,,,,Precision_1,0.7725245316681534,,,
gru,iter27,,,,,,,Recall_1,0.6944667201283079,,,
gru,iter27,,,,,,,F1_1,0.731418918918919,,,
lstm,iter27,,,,,,,Accuracy,0.736139214892756,,,
lstm,iter27,,,,,,,AUC,0.8193926862378202,,,
lstm,iter27,,,,,,,Precision_1,0.7902439024390244,,,
lstm,iter27,,,,,,,Recall_1,0.6495589414595028,,,
lstm,iter27,,,,,,,F1_1,0.7130281690140845,,,
transformer,iter27,,,,,,,Accuracy,0.7284500202347228,,,
transformer,iter27,,,,,,,AUC,0.8122952602586075,,,
transformer,iter27,,,,,,,Precision_1,0.7807017543859649,,,
transformer,iter27,,,,,,,Recall_1,0.6423416198877305,,,
transformer,iter27,,,,,,,F1_1,0.7047954245490541,,,
clinicalbert_transformer,iter27,,,,,,,Accuracy,0.735778841041999,,,
clinicalbert_transformer,iter27,,,,,,,MacroAUC,0.8241473773869405,,,
clinicalbert_transformer,iter27,,,,,,,Precision_1,0.8258877434135166,,,
clinicalbert_transformer,iter27,,,,,,,Recall_1,0.6763602251407129,,,
clinicalbert_transformer,iter27,,,,,,,F1_1,0.7436823104693141,,,
tfidf,iter27,,,,,,,0,,0.6067518248175182,0.8159509202453987,0.6959706959706959
tfidf,iter27,,,,,,,1,,0.8089171974522293,0.5956848030018762,0.6861156131820637
tfidf,iter27,,,,,,,Accuracy,,0.6911217437533227,,
tfidf,iter27,,,,,,,ROC_AUC,,0.7757214056331219,,
gru,iter28,Accuracy,0.7442331040064751,,,,,,,,,
gru,iter28,AUC,0.8334040913879586,,,,,,,,,
gru,iter28,Precision_1,0.764402407566638,,,,,,,,,
gru,iter28,Recall_1,0.7129109863672815,,,,,,,,,
gru,iter28,F1_1,0.7377593360995851,,,,,,,,,
tabular,iter28,,,RandomForest,0.7406,0.8283,0.7635,0.7041,0.7326,,,
tabular,iter28,,,XGBoost,0.7369,0.8241,0.7692,0.684,0.7241,,,
tfidf,iter28,0,,,,,,,,0.5946445060018467,0.7950617283950617,0.6804014791336503
tfidf,iter28,1,,,,,,,,0.7953144266337855,0.5950184501845018,0.6807387862796834
tfidf,iter28,Accuracy,,,,,,,,0.6805702217529039,,
tfidf,iter28,ROC_AUC,,,,,,,,0.7641360302491914,,
transformer,iter28,Accuracy,0.7231889923108054,,,,,,,,,
transformer,iter28,AUC,0.8113374058524774,,,,,,,,,
transformer,iter28,Precision_1,0.7917098445595855,,,,,,,,,
transformer,iter28,Recall_1,0.6126704089815558,,,,,,,,,
transformer,iter28,F1_1,0.6907775768535263,,,,,,,,,
clinicalbert_transformer,iter28,Accuracy,0.7206969376979937,,,,,,,,,
clinicalbert_transformer,iter28,MacroAUC,0.815918409184092,,,,,,,,,
clinicalbert_transformer,iter28,Precision_1,0.823803967327888,,,,,,,,,
clinicalbert_transformer,iter28,Recall_1,0.6512915129151291,,,,,,,,,
clinicalbert_transformer,iter28,F1_1,0.7274600721277692,,,,,,,,,
lstm,iter28,Accuracy,0.7405908539053015,,,,,,,,,
lstm,iter28,AUC,0.82890374808036,,,,,,,,,
lstm,iter28,Precision_1,0.772972972972973,,,,,,,,,
lstm,iter28,Recall_1,0.6880513231756215,,,,,,,,,
lstm,iter28,F1_1,0.7280441238862961,,,,,,,,,
transformer,iter29,Accuracy,0.7535410764872521,,,,,,,,,
transformer,iter29,AUC,0.840989616910651,,,,,,,,,
transformer,iter29,Precision_1,0.7981308411214953,,,,,,,,,
transformer,iter29,Recall_1,0.6848436246992783,,,,,,,,,
transformer,iter29,F1_1,0.7371601208459214,,,,,,,,,
tfidf,iter29,0,,0.6070796460176991,0.8225419664268585,0.6985743380855397,,,,,,
tfidf,iter29,1,,0.8126582278481013,0.5911602209944752,0.6844349680170576,,,,,,
tfidf,iter29,Accuracy,,0.6916666666666667,,,,,,,,
tfidf,iter29,ROC_AUC,,0.7827886861781294,,,,,,,,
tabular,iter29,,,,,,RandomForest,0.7535,0.8375,0.7685,0.7322,0.7499
tabular,iter29,,,,,,XGBoost,0.7661,0.841,0.7762,0.7538,0.7648
lstm,iter29,Accuracy,0.7583974099554837,,,,,,,,,
lstm,iter29,AUC,0.842060815237616,,,,,,,,,
lstm,iter29,Precision_1,0.7981651376146789,,,,,,,,,
lstm,iter29,Recall_1,0.6976744186046512,,,,,,,,,
lstm,iter29,F1_1,0.7445442875481386,,,,,,,,,
gru,iter29,Accuracy,0.7535410764872521,,,,,,,,,
gru,iter29,AUC,0.8399105565776164,,,,,,,,,
gru,iter29,Precision_1,0.7853309481216458,,,,,,,,,
gru,iter29,Recall_1,0.7040898155573376,,,,,,,,,
gru,iter29,F1_1,0.7424947145877379,,,,,,,,,
clinicalbert_transformer,iter29,Accuracy,0.7598958333333333,,,,,,,,,
clinicalbert_transformer,iter29,MacroAUC,0.8397657564556089,,,,,,,,,
clinicalbert_transformer,iter29,Precision_1,0.8245067497403946,,,,,,,,,
clinicalbert_transformer,iter29,Recall_1,0.7311233885819521,,,,,,,,,
clinicalbert_transformer,iter29,F1_1,0.7750122010736945,,,,,,,,,
tabular,iter30,RandomForest,0.7398,0.8168,0.7568,0.7137,0.7346,,,,,
tabular,iter30,XGBoost,0.722,0.8076,0.7393,0.6937,0.7158,,,,,
clinicalbert_transformer,iter30,,,,,,,Accuracy,0.7264391237901172,,,
clinicalbert_transformer,iter30,,,,,,,MacroAUC,0.8220148398104106,,,
clinicalbert_transformer,iter30,,,,,,,Precision_1,0.8057080131723381,,,
clinicalbert_transformer,iter30,,,,,,,Recall_1,0.6709323583180987,,,
clinicalbert_transformer,iter30,,,,,,,F1_1,0.7321695760598503,,,
gru,iter30,,,,,,,Accuracy,0.7292594091460947,,,
gru,iter30,,,,,,,AUC,0.8119958488607953,,,
gru,iter30,,,,,,,Precision_1,0.7622504537205081,,,
gru,iter30,,,,,,,Recall_1,0.673616680032077,,,
gru,iter30,,,,,,,F1_1,0.7151979565772669,,,
tfidf,iter30,,,,,,,0,,0.6034063260340633,0.856156501726122,0.7078972407231209
tfidf,iter30,,,,,,,1,,0.8287671232876712,0.553016453382084,0.6633771929824561
tfidf,iter30,,,,,,,Accuracy,,0.6872134488028527,,
tfidf,iter30,,,,,,,ROC_AUC,,0.7682436682563958,,
transformer,iter30,,,,,,,Accuracy,0.7373532982598139,,,
