iteration,model,Metric,Value,Model,AUC,Accuracy,Precision,Recall,F1-score,Precision_1,Recall_1,F1_1,F1
iter9,clinicalbert_transformer,Accuracy,0.7555089192025184,,,,,,,,,,
iter9,clinicalbert_transformer,MacroAUC,0.8413801909203625,,,,,,,,,,
iter9,clinicalbert_transformer,Precision_1,0.8507462686567164,,,,,,,,,,
iter9,clinicalbert_transformer,Recall_1,0.6880222841225627,,,,,,,,,,
iter9,clinicalbert_transformer,F1_1,0.7607802874743327,,,,,,,,,,
iter9,gru,Accuracy,0.7583974099554837,,,,,,,,,,
iter9,gru,AUC,0.8378408834798288,,,,,,,,,,
iter9,gru,Precision_1,0.7865961199294532,,,,,,,,,,
iter9,gru,Recall_1,0.7153167602245389,,,,,,,,,,
iter9,gru,F1_1,0.749265014699706,,,,,,,,,,
iter9,lstm,Accuracy,0.7470659651962768,,,,,,,,,,
iter9,lstm,AUC,0.8380040201057701,,,,,,,,,,
iter9,lstm,Precision_1,0.7874306839186691,,,,,,,,,,
iter9,lstm,Recall_1,0.6832397754611067,,,,,,,,,,
iter9,lstm,F1_1,0.7316444826105625,,,,,,,,,,
iter9,tabular,,,RandomForest,0.8369,0.7515,,,,0.7627,0.737,0.7496,
iter9,tabular,,,XGBoost,0.8282,0.7483,,,,0.7692,0.7161,0.7417,
iter9,tfidf,0,,,,,0.6017094017094017,0.8492159227985525,,,,,0.704352176088044
iter9,tfidf,1,,,,,0.8301630434782609,0.5673166202414113,,,,,0.6740209597352455
iter9,tfidf,Accuracy,,,,,0.6899265477439664,,,,,,
iter9,tfidf,ROC_AUC,,,,,0.7779164748614802,,,,,,
iter9,transformer,Accuracy,0.7470659651962768,,,,,,,,,,
iter9,transformer,AUC,0.8315335891105975,,,,,,,,,,
iter9,transformer,Precision_1,0.761344537815126,,,,,,,,,,
iter9,transformer,Recall_1,0.7265437048917401,,,,,,,,,,
iter9,transformer,F1_1,0.7435371358227328,,,,,,,,,,
